industry,name,max_change,min_change,start,end,amount,turn,change,up_count,down_count
广告包装,龙韵股份,2.58,-2.98,30.5,29.84,35947.646690997564,2.169127493917275,-0.5,211,200
汽车服务,ST庞大,0.17,-0.21,2.03,2.06,113207.33955882353,1.1025316176470588,-0.51,221,187
软饮料,承德露露,0.6900000000000001,-0.74,9.69,9.72,78365.82481751825,1.006041605839416,-0.51,224,187
家用电器,浙江美大,1.08,-1.38,15.48,15.41,88458.16277372264,2.4056995133819954,-0.51,211,200
全国地产,广宇集团,0.41,-0.36,4.52,4.52,22400.100681265205,0.965692700729927,-0.51,234,177
港口,重庆港九,0.56,-0.66,7.02,7.26,40927.154975,1.1474255,-0.51,224,176
火力发电,福能股份,0.8300000000000001,-0.86,10.53,10.39,38935.810298507466,0.2996771144278607,-0.51,201,201
通信设备,广哈通信,2.27,-1.96,26.8,25.54,75410.71418491483,8.251004136253043,-0.52,215,196
铝,怡球资源,0.23,-0.31,2.96,3.09,67771.83545012165,1.5523732360097324,-0.52,215,196
港口,宁波港,0.39,-0.53,5.43,5.43,102277.2097323601,0.19523844282238442,-0.52,223,188
塑料,双星新材,0.52,-0.6000000000000001,6.98,7.07,103030.74744525549,2.1844350364963505,-0.52,219,192
环境保护,碧水源,0.95,-0.93,11.2,11.44,309797.4538083538,1.6938825552825554,-0.53,205,202
路桥,吉林高速,0.28,-0.32,3.41,3.41,17395.729951338202,0.5088997566909976,-0.53,243,168
建筑工程,北新路桥,0.91,-0.87,10.25,10.01,176662.66400000002,2.90569925,-0.53,207,193
化纤,海利得,0.26,-0.41,5.2,5.11,32041.225523114354,0.8475352798053528,-0.53,220,191
煤炭开采,大有能源,0.37,-0.4,5.14,5.14,14414.074695863745,0.14760754257907543,-0.53,227,184
汽车配件,广东鸿图,0.85,-0.92,10.35,10.29,44630.84661800487,1.2716350364963505,-0.54,231,180
矿物制品,黄河旋风,0.37,-0.42,5.25,5.1,105154.45328467153,2.4939372262773722,-0.54,213,198
港口,厦门港务,0.95,-0.8300000000000001,10.41,10.5,56659.5406326034,1.378910218978102,-0.54,218,193
新型电力,川能动力,0.42,-0.48,5.45,5.3,53909.1066084788,1.1313613466334167,-0.54,214,187
小金属,中矿资源,1.25,-1.8,20.19,19.96,38281.83944038929,1.262169099756691,-0.54,213,198
路桥,湖南投资,0.45,-0.4,5.62,5.66,20684.88625304136,0.9075603406326034,-0.54,229,182
化纤,东方盛虹,0.42,-0.5700000000000001,6.76,6.65,42597.65060827251,0.6412980535279807,-0.54,219,192
元器件,精伦电子,0.49,-0.52,5.19,5.39,84298.20026763991,4.397899270072992,-0.55,217,194
水运,中远海控,0.55,-0.49,6.4,6.32,110483.8508515815,0.30241143552311434,-0.55,214,197
软件服务,ST中安,0.12,-0.13,2.65,2.69,19771.751051344745,1.3262860635696823,-0.55,226,183
综合类,*ST大洲,0.37,-0.39,4.44,4.09,51469.555672371636,2.0118650366748168,-0.55,212,197
化工原料,新疆天业,0.72,-0.74,7.9,7.91,57459.672750000005,1.14220175,-0.55,207,193
其他商业,华联股份,0.30000000000000004,-0.25,3.53,3.59,62214.095669099755,1.0149019464720195,-0.55,221,190
铁路,西部创业,0.43,-0.5,5.19,5.17,65436.3300729927,2.0455927007299266,-0.55,225,186
火力发电,广州发展,0.42,-0.63,6.8,6.84,23861.822019464726,0.14402992700729927,-0.55,219,192
公路,山西路桥,0.51,-0.55,5.65,6.07,29660.721931707314,1.4141846341463418,-0.55,221,189
文教休闲,勤上股份,0.33,-0.32,3.8,3.82,81023.45333333334,2.7450090024330898,-0.55,213,198
影视音像,江苏有线,0.55,-0.43,6.1,6.08,71148.80510948905,0.39603114355231145,-0.56,215,196
运输设备,鼎汉技术,0.76,-0.6900000000000001,8.7,8.38,61880.53648780488,2.072400731707317,-0.56,221,189
装修装饰,弘高创意,0.48,-0.41,5.28,5.32,63409.705231143555,4.225826763990267,-0.56,219,192
元器件,彩虹股份,0.53,-0.6000000000000001,6.9,6.94,88616.9893673966,1.4098452554744527,-0.56,204,207
电气设备,爱康科技,0.23,-0.17,2.77,2.56,140451.88528678304,1.8024299251870324,-0.56,210,191
多元金融,中粮资本,1.25,-1.37,13.75,13.75,58211.44609336609,1.149929484029484,-0.56,203,204
区域地产,财信发展,0.46,-0.43,5.1,5.08,29312.40206812652,1.2016221411192216,-0.57,213,198
供气供热,宁波热电,0.17,-0.29,4.19,4.2,14765.71451219512,0.5965448780487804,-0.57,238,172
农药化肥,云天化,0.61,-0.79,8.01,7.93,74219.11435523114,0.9627532846715329,-0.57,215,196
汽车整车,ST海马,0.27,-0.28,3.06,3.12,54074.03397560975,1.3866509756097563,-0.58,228,182
装修装饰,奇信股份,1.27,-1.61,19.82,19.39,32449.45644768856,1.0605642335766423,-0.58,202,209
水运,中远海特,0.42,-0.36,4.74,4.78,40876.2297080292,0.523349391727494,-0.58,227,184
电气设备,*ST东电,0.15,-0.14,3.26,3.2,12034.324229828851,0.9242117359413203,-0.58,220,189
焦炭加工,云煤能源,0.42,-0.44,4.93,5.03,36808.53396593674,1.0404895377128953,-0.58,214,197
纺织,申达股份,0.8,-0.76,8.79,8.94,89509.03403892943,1.8308026763990266,-0.58,202,209
水务,绿城水务,0.64,-0.62,7.12,7.05,13658.76708029197,0.30817542579075424,-0.58,224,187
建筑工程,元成股份,1.22,-1.21,13.78,13.65,18558.48525547445,1.7959579075425791,-0.58,220,191
专用机械,长虹华意,0.25,-0.37,5.33,5.35,22982.38206812652,0.786665206812652,-0.59,231,180
港口,天津港,0.39,-0.62,9.46,9.52,49790.586374695864,0.3837975669099757,-0.59,231,180
中成药,信邦制药,0.61,-0.67,6.8,6.96,83678.90160583942,0.9831773722627736,-0.59,205,206
水务,钱江水利,1.43,-1.18,16.0,15.72,47495.887420924584,1.1510817518248175,-0.59,218,193
造纸,冠豪高新,0.39,-0.45,5.08,5.11,35708.85914841849,0.7487975669099757,-0.6,233,178
电气设备,可立克,1.22,-1.27,17.14,16.91,72503.43681265207,1.897029197080292,-0.6,210,201
互联网,数知科技,1.13,-1.11,14.12,13.88,215894.91119221412,2.8362537712895377,-0.6,221,190
银行,中信银行,0.56,-0.42,6.82,6.95,163284.29245742093,0.0858771289537713,-0.6,212,199
全国地产,光明地产,0.5700000000000001,-0.63,6.52,6.5,86309.4703163017,0.8771024330900243,-0.6,214,197
渔业,大湖股份,0.56,-0.48,6.15,6.15,36210.93854014598,1.777495863746959,-0.61,225,186
专用机械,乐惠国际,2.89,-2.34,30.4,31.79,22846.52138686131,3.5641678832116788,-0.61,222,189
汽车配件,万向钱潮,0.67,-0.59,7.57,7.62,61799.48272506082,0.3792727493917275,-0.61,212,199
中成药,太安堂,0.44,-0.51,6.5,6.55,37308.62313868613,1.008380291970803,-0.61,218,193
火力发电,华电国际,0.23,-0.35000000000000003,4.9,4.86,124933.53236009732,0.44925742092457416,-0.61,209,202
食品,桂发祥,1.23,-1.35,15.76,16.14,27105.882530413623,1.391101703163017,-0.61,217,194
水泥,亚泰集团,0.37,-0.36,4.29,4.19,48197.563746958636,0.4376462287104622,-0.61,219,192
装修装饰,森特股份,1.17,-1.56,17.08,16.95,34972.731313868615,3.1238430656934306,-0.62,207,204
化工原料,同德化工,0.66,-0.64,7.28,7.42,21736.96552311435,1.289027493917275,-0.62,244,167
软件服务,浩丰科技,0.74,-0.72,8.51,8.26,47333.696084788025,2.8847675810473814,-0.63,221,180
化学制药,鲁抗医药,1.52,-1.61,17.92,16.68,411219.7214111922,5.431953771289537,-0.63,217,194
仓储物流,澳洋顺昌,0.53,-0.56,6.03,6.16,78486.58951338199,1.8201817518248176,-0.63,218,193
火力发电,国电电力,0.1,-0.21,2.87,2.86,125843.29002433091,0.2659878345498784,-0.63,227,184
化工原料,宝利国际,0.34,-0.27,3.98,3.77,32276.039927007303,1.194115085158151,-0.63,232,179
水务,国中水务,0.35000000000000003,-0.36,4.06,3.89,51001.71603406326,1.1612155717761556,-0.64,231,180
钢加工,常宝股份,0.47,-0.58,6.8100000000000005,6.84,43419.49569343066,1.2558080291970803,-0.64,224,187
商贸代理,汇鸿集团,0.54,-0.5,6.15,6.21,52418.54579075426,1.814129927007299,-0.64,215,196
建筑工程,中钢国际,0.55,-0.6000000000000001,7.65,7.49,78472.68272506083,1.8472768856447688,-0.64,214,197
纺织,龙头股份,0.95,-0.9,10.42,10.53,93059.71542579075,2.603487104622871,-0.64,222,189
农药化肥,钱江生化,0.64,-0.71,7.16,7.25,36468.05095717884,2.015597732997481,-0.65,217,180
仓储物流,ST长投,0.88,-1.02,10.39,10.64,52362.57584352079,2.416048655256724,-0.65,225,184
银行,邮储银行,0.27,-0.18,5.94,5.98,469348.4071428572,2.8119293650793655,-0.65,65,61
园区开发,海泰发展,0.59,-0.65,6.0,6.52,52223.27856447688,1.7152333333333336,-0.66,229,182
汽车配件,京威股份,0.55,-0.6000000000000001,6.41,6.39,116805.31384428222,2.0553871046228713,-0.66,211,200
家居用品,丰林集团,0.28,-0.31,3.88,3.89,25334.95318734793,0.8320839416058393,-0.66,222,189
文教休闲,高乐股份,0.37,-0.41,4.48,4.39,52125.44695863747,1.9862693430656935,-0.66,200,211
火力发电,华电能源,0.2,-0.24,2.78,2.81,15259.140826405868,0.4813718826405868,-0.67,236,173
化工原料,瑞丰高材,0.89,-0.93,11.0,10.81,15880.427104622871,1.0617362530413625,-0.67,224,187
中成药,易明医药,1.16,-1.24,13.05,13.04,27859.047299270078,1.997136496350365,-0.68,222,189
矿物制品,博云新材,0.8200000000000001,-0.72,9.35,8.99,90613.47749391728,2.8605749391727495,-0.68,222,189
空运,中国国航,0.8,-0.97,12.35,11.89,441463.3487804878,0.5483712195121951,-0.68,206,204
区域地产,天保基建,0.44,-0.34,5.34,5.06,39504.54335766423,0.9121228710462287,-0.68,236,175
铅锌,锌业股份,0.34,-0.39,4.09,4.11,47058.11131386861,0.9935430656934306,-0.68,217,194
中成药,精华制药,0.72,-0.66,8.0,8.03,42819.20391727493,0.8804481751824818,-0.68,206,205
家居用品,麒盛科技,19.65,-6.43,60.0,64.31,137174.27243589744,8.057141025641025,-0.68,78,78
小金属,北方稀土,1.16,-1.01,14.0,14.32,584715.999270073,1.4472163017031632,-0.69,203,208
化工原料,振华股份,0.8300000000000001,-1.0,11.5,11.24,37556.93720194647,2.102248905109489,-0.69,220,191
多元金融,中航资本,0.62,-0.54,7.03,6.94,227553.18588807786,0.49041143552311445,-0.69,196,215
软件服务,万方发展,0.7000000000000001,-0.73,8.0,7.72,42693.35729927008,2.400922627737226,-0.69,212,199
造纸,山鹰纸业,0.26,-0.34,4.38,4.38,159655.6793187348,1.0116688564476886,-0.69,221,190
综合类,天津磁卡,0.84,-0.92,9.59,9.46,93517.71028423772,2.3132633074935405,-0.7,201,186
专用机械,亿利达,0.66,-0.55,8.52,8.68,17734.149391727493,0.776884184914842,-0.7,206,205
中成药,嘉应制药,1.1,-1.19,13.0,12.34,88218.81671532847,2.5752165450121653,-0.71,207,204
通信设备,迪威迅,0.68,-0.71,8.0,7.59,88943.83067331671,5.1587718204488775,-0.71,210,191
全国地产,珠江实业,0.46,-0.41,5.58,5.52,44459.7101703163,1.2115664233576642,-0.71,230,181
水运,海航科技,0.41,-0.45,5.01,4.55,121189.00364963504,1.4360951338199517,-0.71,216,195
纺织,新澳股份,0.8,-0.7000000000000001,11.16,11.24,15837.23671532847,0.4867092457420925,-0.71,222,189
家用电器,*ST雪莱,0.44,-0.44,5.3,4.85,70576.03848780488,4.725019756097561,-0.71,221,189
工程机械,天桥起重,0.32,-0.34,4.62,4.72,27026.44717761557,0.6033666666666667,-0.71,217,194
机械基件,永和智控,1.54,-1.58,18.15,18.18,54459.11379310344,3.734758866995074,-0.71,212,194
综合类,中广核技,0.87,-0.91,11.44,11.34,47263.4002919708,1.7912491484184914,-0.71,211,200
软件服务,润和软件,1.38,-1.54,18.34,18.42,345322.639026764,3.5598070559610706,-0.72,209,202
半导体,国民技术,0.85,-0.9,10.8,11.07,240671.68856447688,5.488469099756691,-0.72,223,188
公共交通,锦江投资,1.23,-1.03,14.3,13.6,31589.36513381995,0.7368367396593674,-0.72,219,192
汽车配件,北特科技,1.01,-1.11,11.1,11.13,58976.1102676399,2.5010841849148417,-0.72,215,196
酒店餐饮,金陵饭店,0.5700000000000001,-0.85,11.55,11.58,13886.754160583943,0.5032158150851582,-0.72,224,187
元器件,*ST华映,0.35000000000000003,-0.45,4.3,4.46,206607.637902439,3.32084243902439,-0.72,210,200
铅锌,中金岭南,0.51,-0.46,6.1,6.06,138129.58369829683,0.8563481751824819,-0.72,209,202
运输设备,晋西车轴,0.44,-0.48,5.99,6.07,94032.22656934308,1.6492304136253042,-0.72,224,187
环境保护,先河环保,0.84,-0.92,11.37,11.46,101159.14841849149,2.527466909975669,-0.73,220,191
火力发电,粤电力A,0.34,-0.4,5.08,5.12,28602.939635036495,0.2668043795620438,-0.73,225,186
广告包装,珠海中富,0.32,-0.4,4.46,4.41,43295.26912408759,1.0545221411192214,-0.73,208,203
通信设备,富通鑫茂,0.52,-0.6000000000000001,5.95,5.97,150901.64330900245,2.9390153284671534,-0.73,217,194
专用机械,兰石重装,0.86,-0.93,9.4,9.46,109383.23077858881,1.650056690997567,-0.73,213,198
中成药,紫鑫药业,1.43,-1.47,15.26,15.71,316056.7795620438,3.518990510948905,-0.74,198,213
广告包装,滨海能源,1.09,-1.13,13.33,13.39,12673.005912408758,0.6313581508515815,-0.74,206,205
银行,北京银行,0.4,-0.31,6.64,6.65,265063.52627737226,0.256858394160584,-0.74,228,183
软件服务,湘邮科技,2.3,-2.52,26.03,25.27,94811.33107055961,3.53542506082725,-0.74,210,201
装修装饰,江河集团,0.78,-0.91,9.96,9.96,60797.204063260346,0.6796328467153284,-0.75,219,192
港口,秦港股份,0.46,-0.4,5.1,5.09,41675.09187347932,0.6795673965936739,-0.75,227,184
其他商业,富森美,1.69,-2.45,27.38,27.14,30946.831459854016,1.1822289537712893,-0.75,220,191
软件服务,太空智造,0.76,-0.68,8.84,8.48,56212.00633416459,3.8351720698254366,-0.75,206,195
汽车配件,金鸿顺,2.46,-2.62,27.51,27.08,30731.108394160587,5.342641362530414,-0.76,214,197
供气供热,重庆燃气,0.8,-0.71,9.0,9.18,36669.89676399027,0.3201970802919708,-0.76,219,192
建筑工程,乾景园林,0.47,-0.54,5.95,5.59,24460.963357664237,1.23480900243309,-0.76,216,195
建筑工程,*ST美丽,0.34,-0.35000000000000003,4.73,4.73,15372.031536585366,0.7969619512195122,-0.77,210,200
家用电器,惠而浦,0.67,-0.72,7.48,7.57,28851.20819951338,0.9450914841849148,-0.77,205,206
银行,成都银行,0.8200000000000001,-0.77,9.61,9.62,157708.8411192214,1.5740012165450123,-0.78,215,196
专用机械,森远股份,0.59,-0.64,6.45,6.44,52318.135888077864,3.1185749391727495,-0.78,219,192
通信设备,国睿科技,1.47,-1.41,19.56,19.2,90596.35756097561,0.9596963414634146,-0.78,212,198
小金属,东方钽业,0.86,-0.9,9.68,9.6,56747.34406326035,1.714644768856448,-0.78,212,199
综合类,合金投资,0.63,-0.6900000000000001,6.92,7.1,47539.730316301706,2.461270802919708,-0.78,212,199
仓储物流,怡亚通,0.59,-0.6000000000000001,6.82,6.89,141663.8176904177,1.3689727272727275,-0.78,204,203
建筑工程,中化岩土,0.53,-0.51,6.09,5.9,54769.70296758105,1.127768578553616,-0.78,212,189
塑料,沧州明珠,0.44,-0.48,5.51,5.61,86291.53598540145,1.4345929440389296,-0.79,210,201
火力发电,江苏国信,0.87,-0.88,10.58,10.57,41103.98856447689,0.670770802919708,-0.79,216,195
铜,西部矿业,0.6000000000000001,-0.65,7.22,7.16,141642.14793187348,0.9576737226277371,-0.79,210,201
食品,花园生物,1.61,-1.98,21.1,21.29,228385.88832116788,3.497566909975669,-0.79,216,195
通信设备,苏州科达,1.69,-1.91,27.16,27.19,117976.09805352797,2.162482725060827,-0.79,204,207
铅锌,株冶集团,0.76,-0.8300000000000001,11.07,11.06,23290.827883211678,0.5445413625304136,-0.79,209,202
元器件,阿石创,3.81,-3.77,42.0,41.93,190493.93858880777,10.964184428223845,-0.8,218,193
全国地产,海航基础,0.53,-0.61,6.88,6.93,115485.28929440389,1.3108625304136252,-0.8,218,193
中成药,陇神戎发,0.75,-0.74,8.41,8.24,42031.8399756691,2.6586248175182483,-0.8,228,183
化工原料,安纳达,0.8300000000000001,-0.72,10.39,10.62,40551.90077858882,2.2148036496350367,-0.8,204,207
互联网,恺英网络,0.48,-0.52,5.76,5.69,192824.83333333334,3.679153284671533,-0.8,207,204
元器件,贤丰控股,0.51,-0.5700000000000001,6.2,5.73,80110.3495863747,3.0355167883211682,-0.8,217,194
其他建材,康欣新材,0.30000000000000004,-0.42,5.63,5.63,58137.61418491484,1.2921102189781024,-0.81,225,186
工程机械,*ST厦工,0.38,-0.35000000000000003,4.14,4.21,18028.339975550123,0.5349408312958435,-0.81,207,202
机械基件,山东章鼓,0.67,-0.78,8.58,8.6,18570.257737226275,1.0008542579075426,-0.81,225,186
家用电器,*ST奋达,0.6000000000000001,-0.5700000000000001,6.6,6.8,174019.59678048783,3.335018292682927,-0.82,213,197
互联网,众应互联,1.45,-1.39,15.7,15.95,193047.07177615573,5.265350608272506,-0.82,205,206
环境保护,海峡环保,0.86,-0.6900000000000001,9.0,9.46,25209.47170316302,1.7632116788321166,-0.82,216,195
电气设备,顺钠股份,0.4,-0.44,4.4,4.42,74083.68406326034,3.3785953771289536,-0.82,224,187
机械基件,上柴股份,0.9,-0.8300000000000001,10.18,10.12,18527.409245742092,0.44260802919708037,-0.82,230,181
供气供热,南京公用,0.4,-0.44,5.8,5.75,15333.233236009732,0.5665379562043796,-0.82,228,183
航空,航天动力,1.14,-0.9,12.56,12.56,80864.9895522388,1.3361726368159204,-0.82,202,200
黄金,中润资源,0.39,-0.41,4.38,4.42,110547.34793187348,3.541852798053528,-0.82,213,198
化学制药,信立泰,1.74,-2.29,28.0,28.7,155287.56131386862,0.661556690997567,-0.83,204,207
半导体,木林森,1.07,-1.57,16.12,16.2,187427.5635036496,2.292020681265207,-0.83,213,198
出版业,山东出版,0.61,-0.68,9.4,9.45,37930.428150851585,1.2121430656934307,-0.84,212,199
旅游服务,*ST联合,0.49,-0.43,5.61,5.65,21847.44319512195,1.079269512195122,-0.84,213,197
多元金融,江苏租赁,0.66,-0.75,7.8,8.15,109805.47469586376,1.4440223844282238,-0.84,216,195
多元金融,渤海租赁,0.43,-0.38,5.1,5.17,108082.12433090023,0.7815381995133821,-0.84,223,188
专用机械,创力集团,0.76,-1.72,17.57,17.52,125621.23518248176,2.142057177615572,-0.84,219,192
综合类,悦达投资,0.63,-0.72,7.35,7.49,47490.41788321168,0.9818175182481752,-0.85,218,193
汽车配件,万里扬,0.73,-1.0,10.7,10.59,57421.868783454986,0.692038686131387,-0.85,210,201
专用机械,精功科技,0.61,-0.59,6.88,6.69,54324.155961070566,2.237587347931874,-0.86,209,202
电器仪表,诚益通,1.29,-1.39,15.09,15.06,42461.595985401465,2.1836980535279804,-0.86,212,199
化工原料,远兴能源,0.29,-0.25,3.46,3.45,102722.68637469587,1.2627260340632604,-0.86,226,185
铝,云铝股份,0.49,-0.54,6.1,6.18,234801.5107055961,1.9977058394160583,-0.86,217,194
软件服务,久其软件,0.94,-0.85,10.3,10.3,132243.4272506083,2.9838347931873486,-0.87,203,208
公路,富临运业,0.77,-0.79,8.7,8.48,32768.28248175183,1.6503508515815086,-0.87,219,192
服饰,华斯股份,0.64,-0.56,7.05,7.05,36786.3401946472,2.253876885644769,-0.87,221,190
装修装饰,嘉寓股份,0.4,-0.41,5.06,5.15,36444.80180048662,1.2732128953771291,-0.87,214,197
家居用品,好太太,1.8,-2.19,22.78,22.2,39650.698686131385,3.6079051094890513,-0.87,196,215
塑料,时代新材,1.1,-1.04,12.62,12.63,88511.54031630169,1.3093172749391728,-0.87,202,209
保险,天茂集团,0.72,-0.65,7.95,7.96,103325.17206982544,0.43165112219451374,-0.87,202,199
农药化肥,诺普信,1.01,-1.08,11.17,11.14,125117.02652068128,2.4248542579075427,-0.88,205,206
港口,上港集团,0.81,-0.77,8.87,8.93,220249.9416058394,0.14992335766423356,-0.88,220,191
电气设备,*ST猛狮,0.77,-0.73,8.59,8.78,72903.82375609755,3.0241300000000004,-0.88,213,197
旅游景点,张家界,0.56,-0.63,7.1,7.09,14621.989610705597,0.8098727493917276,-0.88,225,186
医药商业,中国医药,1.35,-1.41,17.2,17.19,203665.69051094895,1.3313014598540145,-0.88,216,195
园区开发,高新发展,1.05,-1.16,12.53,12.03,45113.05255474453,2.3586058394160583,-0.89,231,180
百货,*ST劝业,0.5,-0.5,6.22,6.01,28685.92466165414,1.462157644110276,-0.89,208,191
汽车配件,郑煤机,0.61,-0.65,7.44,7.3,123828.87250608273,1.359020924574209,-0.89,214,197
生物制药,ST百花,0.66,-0.6000000000000001,7.34,7.35,24567.42784841076,1.2999432762836185,-0.9,233,176
建筑工程,中国化学,0.63,-0.7000000000000001,7.66,7.59,160055.54647201946,0.5220742092457421,-0.9,218,193
工程机械,盾安环境,0.62,-0.58,6.73,6.8100000000000005,99259.72148418492,2.2237666666666667,-0.9,208,203
空运,东方航空,0.75,-0.63,8.24,8.24,249932.58540145983,0.46397566909975674,-0.91,203,208
公路,龙洲股份,0.54,-0.49,6.29,6.04,22118.55072319202,1.0400526184538652,-0.91,226,175
服饰,起步股份,1.16,-1.24,13.45,12.79,66449.21600997506,3.2730296758104735,-0.91,206,195
小金属,东方锆业,0.76,-0.84,8.8,8.98,87787.90172749391,2.0302880778588808,-0.91,211,200
渔业,开创国际,1.19,-1.05,13.5,13.7,18416.571362530412,0.7725326034063261,-0.91,219,192
广告包装,新宏泽,1.56,-1.64,17.9,17.94,32217.002418952623,3.736547880299252,-0.92,202,199
铝,ST中孚,0.30000000000000004,-0.26,3.3,3.31,36632.1282396088,0.9272765281173594,-0.92,219,190
软件服务,飞利信,0.5700000000000001,-0.63,6.52,6.32,237850.26228710462,4.552798783454987,-0.92,217,194
环境保护,中电环保,0.4,-0.5,6.73,6.74,21263.922627737225,1.0804885644768858,-0.92,220,191
普钢,河钢股份,0.22,-0.25,3.71,3.72,110716.34671532847,0.3640734793187348,-0.92,224,187
纺织,鲁泰A,0.49,-0.8,11.2,11.15,33065.68423357664,0.6191214111922141,-0.92,215,196
普钢,本钢板材,0.32,-0.37,4.66,4.66,26683.199026763992,0.2198394160583942,-0.93,219,192
煤炭开采,神火股份,0.46,-0.58,5.61,5.82,173021.99416058394,1.9473469586374696,-0.93,220,191
电器仪表,新时达,0.62,-0.6000000000000001,7.49,7.46,36297.515547445255,1.402040389294404,-0.93,216,195
软饮料,吉林森工,0.37,-0.43,5.4,5.43,16377.059124087591,0.9094834549878346,-0.93,231,180
钢加工,大西洋,0.36,-0.38,4.66,4.66,29005.86489051095,0.9265766423357664,-0.93,230,181
互联网,*ST高升,0.5700000000000001,-0.63,6.67,6.28,61430.778383863086,2.9018022004889974,-0.93,214,195
电气设备,中超控股,0.37,-0.35000000000000003,4.2,4.23,61883.80759124088,1.666435523114355,-0.93,215,196
纺织机械,慈星股份,0.68,-0.76,8.8,8.08,47902.57698296837,1.0912425790754259,-0.93,208,203
环境保护,巴安水务,0.71,-0.88,10.0,10.02,50535.151922141114,1.871959124087591,-0.93,216,195
影视音像,华谊兄弟,0.48,-0.48,5.99,6.06,136850.3104622871,1.2943498783454985,-0.94,214,197
化工原料,保利联合,0.79,-0.68,10.49,10.55,26765.615679012346,1.393347160493827,-0.94,207,198
建筑工程,中国中冶,0.33,-0.27,3.79,3.78,192336.26009732363,0.3484773722627737,-0.94,214,197
火力发电,天富能源,0.56,-0.61,6.73,6.2,56385.08819951338,1.3152236009732359,-0.95,226,185
农药化肥,利尔化学,1.81,-1.42,19.92,19.92,113881.97177615571,1.4570447688564474,-0.95,206,205
机械基件,恒锋工具,3.36,-3.78,40.49,37.79,30903.56880778589,3.5664218978102187,-0.95,208,203
汽车配件,光启技术,1.11,-1.02,13.01,13.3,119884.29854014599,2.153869829683698,-0.95,210,201
纺织机械,上工申贝,0.85,-0.76,9.61,9.48,20255.51586374696,0.8497944038929441,-0.95,218,193
轻工机械,博深股份,0.93,-0.8200000000000001,11.42,11.4,26943.19145728643,1.3216314070351758,-0.96,207,191
染料涂料,闰土股份,1.71,-1.51,18.95,18.81,189650.0289537713,1.6305199513381994,-0.96,201,210
塑料,横河模具,1.42,-1.56,15.4,15.61,30878.65524390244,4.443406097560976,-0.96,222,188
多元金融,旗天科技,0.91,-0.8200000000000001,10.26,10.42,56963.92510948906,2.5474827250608274,-0.96,202,209
化工原料,正丹股份,0.54,-0.5700000000000001,6.75,6.6,18103.31732360097,1.4799630170316302,-0.97,224,187
电气设备,全信股份,1.24,-1.08,14.8,13.63,43264.03416058394,2.2355099756691,-0.97,207,204
机场,厦门空港,0.9,-2.11,25.78,25.85,31783.670632603404,0.485465693430657,-0.97,223,188
农药化肥,阳煤化工,0.33,-0.36,3.98,3.64,48143.768637469584,1.0363491484184915,-0.98,239,172
普钢,凌钢股份,0.36,-0.26,4.03,3.97,38338.95231143552,0.48653917274939174,-0.99,213,198
专用机械,中金环境,0.5700000000000001,-0.67,6.35,6.68,131218.82369077308,2.0736783042394014,-0.99,201,200
出版业,长江传媒,0.56,-0.59,7.9,7.8,58082.109002433084,0.7353396593673966,-0.99,214,197
医疗保健,国际医学,0.61,-0.6900000000000001,7.25,7.21,98885.30170316302,0.9446914841849148,-0.99,212,199
百货,天虹股份,1.1,-1.11,15.56,15.47,80873.86180048663,0.6068703163017032,-1.0,202,209
区域地产,华夏幸福,2.74,-2.64,34.58,34.51,363960.5279805353,0.4496080291970803,-1.0,206,205
其他建材,扬子新材,0.51,-0.47,5.69,5.61,25633.49296836983,1.2463296836982967,-1.0,207,204
纺织机械,方正电机,0.54,-0.62,7.4,7.38,28279.480364963503,1.3038739659367398,-1.0,204,207
造纸,晨鸣纸业,0.49,-0.64,7.64,7.63,126716.55863746961,1.3461026763990267,-1.0,215,196
建筑工程,葛洲坝,0.59,-0.63,7.8,7.81,248410.6075425791,0.8196333333333333,-1.0,212,199
机床制造,华东数控,0.86,-0.76,11.23,11.26,20279.70330900243,0.7832489051094891,-1.0,190,221
商贸代理,南纺股份,0.8200000000000001,-0.88,9.9,9.91,30315.814824999998,1.6251645000000001,-1.01,212,188
区域地产,西藏城投,0.81,-0.73,8.91,8.86,63955.35834549879,1.2880121654501218,-1.01,230,181
公共交通,江西长运,0.71,-0.53,7.5,7.79,15951.389270072994,1.129670316301703,-1.02,232,179
环境保护,雪迪龙,0.78,-0.73,10.05,10.15,20955.27800486618,0.8913654501216545,-1.02,210,201
专用机械,宝色股份,1.07,-1.03,11.8,11.8,28164.451289537716,2.726611192214112,-1.02,217,194
环境保护,天域生态,1.06,-1.11,12.25,12.47,36832.71598540146,3.0457686131386854,-1.03,214,197
软件服务,亚联发展,1.13,-1.17,13.62,12.4,120170.26085158152,4.782382238442822,-1.03,211,200
通信设备,*ST美讯,0.93,-0.89,10.42,10.27,32658.747048780486,1.6096568292682927,-1.03,209,201
化工原料,金能科技,1.38,-1.59,17.85,18.09,102403.10851581507,2.4375980535279806,-1.03,212,199
银行,浙商银行,0.22,-0.46,4.95,4.97,363447.7102941176,3.841433823529412,-1.03,72,64
中成药,白云山,4.07,-2.88,44.6,45.49,425649.29197080294,0.9572063260340632,-1.04,203,208
运输设备,今创集团,1.18,-1.73,19.28,19.5,26957.95318734793,1.6712566909975668,-1.04,211,200
酒店餐饮,岭南控股,0.74,-0.86,9.15,9.16,20042.258710462287,0.9833654501216545,-1.04,218,193
